"Date","Price","Open","High","Low","Vol.","Change %"
"12/09/2011","99.91","101.10","101.10","99.52","7.52K","-1.57%"
"09/09/2011","101.50","102.33","102.35","100.51","10.20K","-4.57%"
"08/09/2011","106.36","106.89","107.06","106.35","6.31K","-0.09%"
"07/09/2011","106.46","104.23","106.99","104.23","15.28K","2.26%"
"06/09/2011","104.11","102.72","104.51","102.70","20.98K","0.58%"
"05/09/2011","103.51","105.50","105.50","103.25","10.31K","-2.02%"
"02/09/2011","105.64","106.51","106.71","105.46","7.99K","-0.98%"
"01/09/2011","106.69","106.75","106.75","106.33","8.63K","-0.03%"
"31/08/2011","106.72","107.10","107.10","106.59","5.99K","-0.09%"
"30/08/2011","106.82","107.01","107.10","106.57","10.94K","-0.28%"
"29/08/2011","107.12","106.97","107.20","106.85","1.35K","-0.15%"
"26/08/2011","107.28","107.32","107.42","107.13","5.96K","0.36%"
"25/08/2011","106.90","107.45","107.45","106.84","8.38K","0.01%"
"24/08/2011","106.89","107.30","107.30","106.55","9.29K","-0.30%"
"23/08/2011","107.21","107.45","107.61","107.14","6.59K","-0.27%"
"22/08/2011","107.50","107.73","107.89","107.24","4.19K","-0.22%"
"19/08/2011","107.74","107.65","107.85","107.20","6.75K","0.25%"
"18/08/2011","107.47","107.79","108.25","107.33","6.77K","-0.15%"
"17/08/2011","107.63","107.19","107.79","106.84","7.43K","0.64%"
"16/08/2011","106.95","106.53","107.39","106.35","6.67K","0.23%"
"15/08/2011","106.70","106.47","106.85","106.47","1.77K","0.06%"
"12/08/2011","106.64","106.70","106.93","106.23","6.23K","0.11%"
"11/08/2011","106.52","105.99","106.90","105.58","10.82K","0.78%"
"10/08/2011","105.70","105.49","105.88","105.07","10.10K","0.67%"
"09/08/2011","105.00","103.98","105.95","103.96","14.70K","1.02%"
"08/08/2011","103.94","101.00","104.59","101.00","27.75K","5.85%"
"05/08/2011","98.20","97.00","101.00","96.00","14.06K","0.91%"
"04/08/2011","97.31","98.70","99.83","97.21","18.90K","-1.15%"
"03/08/2011","98.44","97.60","98.94","97.05","13.87K","0.35%"
"02/08/2011","98.10","98.52","98.76","96.75","15.80K","-1.09%"
"01/08/2011","99.18","100.40","101.10","98.31","10.32K","-0.80%"
"29/07/2011","99.98","99.99","100.20","99.13","8.94K","-0.40%"
"28/07/2011","100.38","101.15","101.15","99.15","20.92K","-0.59%"
"27/07/2011","100.98","102.03","102.03","100.65","13.05K","-0.89%"
"26/07/2011","101.89","101.93","102.64","101.12","9.96K","0.27%"
"25/07/2011","101.62","103.81","103.81","101.26","9.10K","-1.86%"
"22/07/2011","103.55","104.10","105.66","102.83","19.26K","-0.46%"
"21/07/2011","104.03","101.93","104.35","101.67","13.77K","1.94%"
"20/07/2011","102.05","100.93","102.39","100.93","12.46K","1.23%"
"19/07/2011","100.81","99.60","101.06","99.16","12.39K","1.84%"
"18/07/2011","98.99","100.65","100.65","98.30","9.92K","-1.56%"
"15/07/2011","100.56","101.68","101.68","100.24","8.79K","-0.86%"
"14/07/2011","101.43","101.76","102.01","100.58","14.52K","-0.53%"
"13/07/2011","101.97","101.68","102.97","101.16","13.42K","0.17%"
"12/07/2011","101.80","100.91","102.10","97.87","17.49K","1.34%"
"11/07/2011","100.45","104.16","104.23","100.36","16.17K","-3.79%"
"08/07/2011","104.41","105.11","105.20","103.69","21.64K","-0.98%"
"07/07/2011","105.44","106.14","106.14","104.90","9.13K","-0.37%"
"06/07/2011","105.83","107.13","107.13","105.78","13.05K","-1.01%"
"05/07/2011","106.91","107.70","107.70","106.85","6.69K","-0.64%"
"04/07/2011","107.60","107.65","107.83","107.53","5.45K","-0.32%"
"01/07/2011","107.95","107.60","108.18","107.60","5.83K","0.16%"
"30/06/2011","107.78","107.01","107.88","107.01","6.52K","0.57%"
"29/06/2011","107.17","106.86","107.44","106.86","9.26K","0.18%"
"28/06/2011","106.98","106.95","107.23","106.55","11.78K","0.07%"
"27/06/2011","106.90","107.12","107.12","106.38","6.26K","-0.10%"
"24/06/2011","107.01","107.23","107.65","106.85","10.18K","-0.31%"
"23/06/2011","107.34","107.72","107.72","107.20","11.68K","-0.34%"
"22/06/2011","107.71","108.30","108.30","107.66","7.36K","-0.47%"
"21/06/2011","108.22","107.91","108.32","107.91","5.50K","0.24%"
"20/06/2011","107.96","108.15","108.15","107.71","6.30K","-0.29%"
"17/06/2011","108.27","108.05","108.51","107.82","7.40K","0.44%"
"16/06/2011","107.80","108.05","108.11","107.18","12.21K","-0.23%"
"15/06/2011","108.05","108.57","108.62","108.02","7.42K","-0.52%"
"14/06/2011","108.62","108.26","108.80","108.18","7.62K","0.26%"
"13/06/2011","108.34","108.11","108.46","107.83","5.65K","0.09%"
